image,mean_h,mean_s,mean_b,std_h,std_s,std_b,fourier_slope,fourier_sigma,first_order_ed,second_order_ed,edge_density,entropy,fractal_D
bedroom__131.png,0.11576477503349485,0.2194478741101579,0.6299879238153594,0.15005621012700726,0.12114595957181963,0.2449535314281772,-2.391900401547239,0.02129851981565406,4.407919597136218,4.452709027558381,418.3221175312336,7.753173436889212,1.8740649526777151
bedroom__132.png,0.09037730944368738,0.6738390883319018,0.6575391007965686,0.08262927207000792,0.23330061282835082,0.22387912091561302,-2.4145515245791604,0.01288531495345579,4.314869147666155,4.385363295079433,326.67310088231295,7.558108404288497,1.8399345140625685
bedroom__133.png,0.25921686192055887,0.3420169539876766,0.45612948069852954,0.2627434029564155,0.2463979096631263,0.2960517195826895,-2.852263114316727,0.032480725679451185,4.313710972621408,4.369430110186794,308.2878176590287,7.561315430094256,1.6761643787437606
bedroom__134.png,0.15553320906869397,0.3243665779512937,0.6488185125612745,0.19216488755453467,0.18953220794588524,0.1495601048790321,-2.632866719019022,0.003941182120085722,4.244877823237628,4.408022311555826,245.28037189560533,7.279931455541678,1.8673012189845828
bedroom__135.png,0.12266194149273621,0.35130129705484325,0.4178318525326797,0.11490779602434985,0.28810041450364465,0.27629150000727315,-3.0688058423442257,0.014706207278379726,3.731381744532718,3.9441045098831933,291.9079160231255,7.482947589866985,1.6378001400227338
bedroom__136.png,0.16524864053551777,0.11441596433478991,0.7425127655228758,0.13625894843445566,0.13259363789562298,0.16733393072175906,-2.490850464976451,0.010613101821641518,4.1221088446715,4.314919152603536,282.2770116417338,7.004148253614607,1.9195484476277387
bedroom__137.png,0.16506371800756625,0.6049964625618366,0.5654639118668302,0.2543199094807181,0.2732991128516171,0.19630373121345532,-3.038995480521945,0.005580488891730874,4.243404161590828,4.324224241100715,347.1080209109425,7.616706945373792,1.7005000614269687
bedroom__138.png,0.3664483854354412,0.2954652791995526,0.4980513684640522,0.2581189867716164,0.2769895708456823,0.17869985438226965,-2.9421243793251515,0.0073573000689676595,4.044528617917871,4.216628152169103,326.8763144795072,7.345325917801105,1.7592079215393763
bedroom__139.png,0.30628568547990015,0.21298484728567518,0.47311348549836596,0.25800513164999517,0.19834104091140203,0.22994246451379585,-3.011052943198762,0.014115805334581077,3.9896035944788206,4.0663406822790895,376.454437594801,7.609865184391458,1.7143505810246147
bedroom__14.png,0.2709991629444138,0.2265682026818293,0.4499690308415033,0.33727319242956866,0.16686609729424712,0.2853291100405599,-3.017950195367319,0.010892273608987391,3.6343003716788935,3.8817782902275386,364.34841707149235,7.319826846969452,1.6892788125957137
bedroom__140.png,0.1389206513144873,0.49912434817446316,0.5666433568218954,0.05708033371539124,0.22286870546685444,0.246515357656129,-2.792281372017104,0.009610707788784208,3.8365657870172267,4.1619329471093645,239.93065966088056,7.590006855380655,1.8278250092361368
