image,reading,eating,gaming,conducting business,studying,socializing,cleaning,playing,training,exercise,research,congregating,competing,working,waiting in line,using tools,shopping,mean_h,mean_s,mean_b,std_h,std_s,std_b,fourier_slope,fourier_sigma,first_order_ed,second_order_ed,edge_density,entropy,fractal_D,orientation5,length7,curvature7,enclosed area,no horizon,far-away horizon,open area,semi-enclosed area,bed,window ,cabinet,table,chair,"painting, picture",sofa,desk,lamp,cushion,sink,pillow,stove,computer,swivel chair,light,symmetry_lr,symmetry_ud,symmetry_lr_ud,valence,approach,tense,energetic
bedroom__107.png,0.4691338646267468,0.246438227442039,0.2893533958899386,0.3010795330700919,0.3339122927578952,0.259800421542158,0.26714089129313,0.2949932123205971,0.3075437039750466,0.2739807322016444,0.2868501108251826,0.2914438092335361,0.2917412542079662,0.3056681359860578,0.2452746022626275,0.2550977945619961,0.2249533792615628,0.1155020245057054,0.5808290155499684,0.6192435151143793,0.0969405087111549,0.1938991263963246,0.2637995789067532,-2.799922127974823,0.0104929375893128,4.26413283308856,4.400339602226546,258.98226408506866,7.529660607004557,1.7827773871164605,2115.57417735558,0.0,0.0,0.804713654568536,0.7075203692493925,0.2441435142127554,0.2633647801882524,0.2164923515584243,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.4165641040488596,0.197843013635662,0.1811239930916609,2.625,2.7916666666666665,5.0,3.809523809523809
bedroom__108.png,0.3651965489386092,0.2496346452952789,0.2521036848069215,0.2428018028128776,0.2542048839678061,0.22833723048121,0.256791049962053,0.2538051122159887,0.2636598477819767,0.2694961991757177,0.2390974380576032,0.2335657226906489,0.3005430115091268,0.2567921910700095,0.2348350605981101,0.2485236206523485,0.1973601194295251,0.2704035263945739,0.1878734721496738,0.5697110396241831,0.265016984401028,0.1322855487787802,0.1951043627643329,-2.907993648935566,0.0129115461826631,3.765814914351413,4.095020738238653,227.02922715247647,7.524861893348434,1.8014054471689545,3247.31554013128,1669.97797388416,0.0,0.6763762487802042,0.6588058946493923,0.2726921100237464,0.3106176382545291,0.2653950062593237,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2711082130032358,0.3255772826728198,0.2115630030246191,4.565217391304348,4.782608695652174,3.2916666666666665,3.583333333333333
bedroom__109.png,0.3994479776619959,0.2728587584483598,0.2615458001173618,0.238443063493725,0.2253951824981278,0.2233025244560721,0.2816922447009636,0.2733336459929892,0.22139164964055,0.2422276758118888,0.2236267457010005,0.2026552512845483,0.2333947837357285,0.1995061519058118,0.2382065812277934,0.2144904161547881,0.2033105563462387,0.2392645447910214,0.1639908382038057,0.4576482460171568,0.2480768677509215,0.1456457360208522,0.1979313710886379,-2.6064080045301994,0.0062996558435136,4.145956193102981,4.271888073209277,211.77380414431832,7.486088545255573,1.7926948698680547,4875.51777886909,0.0,0.0,0.7379633005778479,0.7331049056043472,0.2485544285520491,0.2648513520006467,0.235217636981441,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.341470251864499,0.3253204063168912,0.2151875457355517,4.166666666666667,4.208333333333333,2.5,2.208333333333333
bedroom__11.png,0.4747885160760657,0.2483890807459451,0.2429930463022357,0.2184262165623489,0.1987518451194669,0.2070477961588611,0.2263616014949977,0.2309180556913966,0.2057523006261523,0.2059155853781985,0.2026249428426822,0.2107039220343644,0.2335934612550769,0.1904993437527073,0.2026339274505549,0.2123315109025759,0.1497678218868697,0.1084450786072065,0.4576779861927222,0.4841968571282679,0.2271459935092364,0.2449158281890872,0.2757168350001265,-2.5930009518601174,0.0178801326732904,3.7780637777673753,4.1329243399811455,417.774885496836,7.815424135048315,1.7290116204592465,3665.44489890606,826.42827192199,54.3258997522789,0.7829414666918206,0.7597267444787941,0.2079713111559543,0.1960124398801683,0.2662294275863013,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.416193784014275,0.3755853372356238,0.3612472000807544,5.782608695652174,5.782608695652174,1.7916666666666667,2.375
bedroom__110.png,0.4412181225585453,0.2443834462998437,0.230187225099844,0.2089720873155808,0.2017079826976202,0.1898613401532104,0.2426357688262585,0.2699231196093725,0.2030483515929343,0.2280064871343086,0.194861864824201,0.1804413390380821,0.2333920598586732,0.1700097386439493,0.2044032337892188,0.2043164315601273,0.1804343766632488,0.3164636622675992,0.0722706644168099,0.6914655841503268,0.27857446264347,0.0610714419675792,0.1192608698255911,-2.3484331200391413,0.0047802404954211,4.3849752285348895,4.479205813663504,150.6093718187644,6.892625912176039,1.9222663238558533,2853.315098595,2331.65378217376,0.0,0.7189422812330029,0.7294962314170879,0.2390201800544542,0.2908089492893262,0.2205635173555229,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.4737780432297278,0.2852432517971022,0.2541069075335488,4.708333333333333,4.625,2.217391304347826,3.4347826086956523
bedroom__111.png,0.4305730709111789,0.2899692573439498,0.2537386646203011,0.2559133465430345,0.2524599158321617,0.2291075884281245,0.267170709688127,0.2731060175990403,0.2390115946101522,0.228826564770676,0.2393741458712824,0.213610322449307,0.2320272913622657,0.2375815388228333,0.2291334550307265,0.2367509642037612,0.217435348822389,0.4727582865526095,0.1295035624022301,0.5848763786764707,0.2609147267471622,0.1073079402604954,0.1698491974847488,-2.316785664288958,0.0208918204466872,4.14459565777347,4.380342972106043,282.7076848262805,7.122293643165359,1.869376568029074,3492.28708307186,1737.19280912341,0.0,0.5971588581760908,0.6552237402574577,0.2646350633452677,0.3573009692556636,0.2524954748830224,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.5046378861117264,0.2836570366342837,0.2754224665393403,2.833333333333333,2.708333333333333,4.666666666666667,4.095238095238095
bedroom__112.png,0.5410051005775969,0.3030061974592893,0.3038903981481466,0.2589459572363738,0.2753756044492905,0.2575787478430398,0.2631477693397543,0.2795478470342634,0.2513977577381387,0.2333824076373443,0.2338574441586661,0.2541798657523471,0.2413437129971672,0.1955614584071316,0.2309900056875349,0.217861196793054,0.1839688702391041,0.2542887875373795,0.131124910885797,0.4960957158905228,0.2939261601657824,0.1446113051630345,0.1928677906000488,-2.738799176700827,0.0097290764145164,3.9790541966630766,4.176851226854349,200.6987351120737,6.957474998695556,1.7792664644886869,3715.69293959781,0.0,0.0,0.7907891988595636,0.7256270845754038,0.2592841469807047,0.253358390038796,0.2396881289605794,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.3388556726722425,0.3040854135243429,0.2427220123802866,3.5217391304347827,3.4782608695652173,3.75,3.1666666666666665
bedroom__113.png,0.463830831934032,0.2824273791800219,0.2567548573281336,0.2314966175153968,0.2343889794633992,0.2231590134019785,0.2807170618916428,0.2374636427326136,0.2204958217219524,0.2055031474226305,0.2439059357255457,0.2056687898162941,0.2024263211708039,0.2388922805396872,0.2120349684557539,0.2390823004895935,0.1584597043589803,0.1918941971375635,0.1379430965660101,0.5326285615808822,0.1990009534297997,0.1060182187446093,0.2589855218490203,-2.79273875859654,0.0049023905809838,4.131074955661083,4.242231072466779,259.3834848677112,7.671570287138798,1.8004504619052433,3890.47979685797,0.0,22.3750536338234,0.786876746281998,0.6973188338740762,0.2674140766276979,0.2546319972315573,0.2220366495985353,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0.2633974962541494,0.2818619286956503,0.2125970240266677,5.478260869565218,5.260869565217392,2.708333333333333,2.5
bedroom__114.png,0.4816231613827713,0.3407196770793276,0.2840329505106759,0.2568005762110305,0.2648352928335976,0.2717870582561489,0.296539396717256,0.2834550062930036,0.2529693444956928,0.283589543788496,0.2459404762014082,0.2582336006162178,0.279123383822235,0.2051049794385361,0.2389239707935596,0.2251421162085408,0.1837490730951277,0.2821132719347052,0.2335738239844459,0.6429194495506535,0.1716045089335535,0.2652573981121137,0.1492634452336939,-2.740118078617791,0.0096913282855307,3.869325792507975,4.172341858899819,219.67224559057945,7.138918682362763,1.8830075001780984,4317.67870641159,2212.74015069438,12.9370778678099,0.7741331607878118,0.6480013848199455,0.3131084559902506,0.2961922604598435,0.2463293193290431,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0.3275188564314457,0.2637670933420879,0.2052817940714379,4.75,4.75,2.5,3.25
bedroom__115.png,0.5049653801684076,0.3210615580733897,0.2549709802070836,0.2322198783531942,0.2400162097083418,0.2410204896340449,0.256934187394343,0.2715763758017617,0.2313184721398423,0.2669852939478741,0.2234113884218477,0.2184372065046495,0.259240425853273,0.186897735808023,0.2078899112841698,0.2139504994032497,0.1661147433926078,0.2423799058968353,0.2352169880000561,0.583037313623366,0.2509022447662589,0.2284253847117218,0.1720301670288732,-2.945347420871504,0.0049131217930519,4.029206313910517,4.212594556288607,301.9902877281652,7.42810459451074,1.8115081208389976,3880.53794002,1856.20102444301,0.0,0.7830887027872029,0.683834947094322,0.2758945621416412,0.252842029359379,0.2370579478926744,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.3748538131140049,0.3112496074716212,0.2556635340120944,5.458333333333333,5.5,2.6666666666666665,3.571428571428572
bedroom__116.png,0.4110404191582925,0.3635836427777216,0.2803794602508671,0.2610790008628667,0.2329386244479657,0.3026978379146703,0.2658397433976516,0.2355621482369871,0.2306030649664851,0.2294741453655116,0.2370889941671171,0.2431487451516181,0.2398492111213802,0.2520559260308556,0.2704453372585935,0.2243125747999285,0.2874090816551508,0.0878788114112396,0.4682694823030338,0.4577684206495097,0.0671306190248039,0.2451369712585606,0.1666907318422867,-2.6566633637190864,0.0108856014795425,3.853246238769141,4.282696271023607,243.7804224140349,7.316897721944961,1.6275689609159656,4867.69017834426,652.194409177091,61.2757878280187,0.8296476782397928,0.7192126833047255,0.2747363921547879,0.2137258290760845,0.2241766627382742,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.4281436339604567,0.3786820417252683,0.3137623773278699,5.0,5.041666666666667,2.333333333333333,2.833333333333333
bedroom__117.png,0.4241624754392346,0.2634866623659435,0.2586432535554508,0.2351207177841242,0.2418443147737005,0.2233825761437973,0.261475335479346,0.2584806086246064,0.2441448906472305,0.2526395453201792,0.2340230776170339,0.2358708076172348,0.2597023793071276,0.2216668790401972,0.2209744434785656,0.237983909635836,0.1585143506005689,0.3402699110749159,0.2754275024644704,0.4837342601102942,0.2058789579966585,0.2977288719135149,0.2272597528697851,-2.84789364043593,0.0153177465217556,3.604309974487097,3.94763508893092,247.44618035672087,7.637079173607545,1.776834079461004,4334.05904350396,2585.64759788696,33.629494440324,0.7311932731035291,0.6804981050241402,0.2726600516735193,0.2856256050450377,0.2368861258352496,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0.3046634948685573,0.3131738015902194,0.2465419595475839,3.9565217391304346,3.5217391304347827,2.782608695652174,2.130434782608696
bedroom__118.png,0.5514840779292285,0.3421922761872339,0.276840208275827,0.2741596072771021,0.2868237654803691,0.2550017959684124,0.2882329410352049,0.2988913538583553,0.2653107258940014,0.2719587600141059,0.2665659224337989,0.2285269983338904,0.2655773877746559,0.2623332642993071,0.2325384783746642,0.2399071101041003,0.1915442493751247,0.091330010126276,0.233110908955595,0.8357235626021241,0.1425895079091115,0.2705752764518118,0.1524596290185738,-2.706165022129168,0.00540933072782,4.2514152184887415,4.293828781280552,248.245779229086,6.645970520991486,1.9083483870590696,2842.03572258697,711.619758660542,52.799491260304,0.7258199139036562,0.6530707410615844,0.3058089976347752,0.3041243204447927,0.2572983910523549,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0.2733893045769984,0.2594934573588612,0.2041499096301688,5.416666666666667,5.583333333333333,2.571428571428572,3.333333333333333
bedroom__119.png,0.4744526817605848,0.3201674812639463,0.2787153783441047,0.2534625127330966,0.2497757202820361,0.2681697172950535,0.2650466246494803,0.2638293810659133,0.2426525936901201,0.2196528663899472,0.248196136920107,0.2313219446639472,0.2267654859754785,0.260088133533949,0.247064596134434,0.2403474834333414,0.2199979052996855,0.2324505901763538,0.2424905715650787,0.4748790594362746,0.2676414985254824,0.1956832305180779,0.1797421191794652,-2.6245076609272378,0.0148383209292138,4.026305040191661,4.293385197605448,290.1772941333451,7.506472241331635,1.7035338353881886,4376.80300127926,487.383617931132,0.0,0.8097001143481342,0.7556159958646492,0.2232972550698246,0.2060571008231754,0.2495750311269,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0.4070765753444381,0.3738020245587493,0.3485857773846444,3.652173913043478,3.652173913043478,2.2916666666666665,2.583333333333333
bedroom__12.png,0.4155411534327004,0.2474193283022026,0.2554230859941959,0.2309359256454707,0.2400492320690563,0.2309552952455155,0.2625697309366227,0.2682665594441564,0.2513368660870015,0.273887429378883,0.255773696332659,0.2534066959524413,0.2932296293655956,0.2641592304989549,0.2228645401418142,0.2489818314826744,0.1520659092330739,0.3863952976407776,0.0830626366254007,0.46482328686683,0.2609654224404169,0.0678360934091621,0.2111103491296079,-2.7526554256003446,0.0478528319089782,3.824101386565485,4.228255908869082,389.7360499347965,7.589599044897977,1.763716481128275,3474.14408747256,0.0,56.7108469530527,0.6840131057091072,0.6810275184064012,0.2234363555706897,0.2907811441679612,0.249941338882038,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0.2717710373532073,0.29252369223282,0.22593869010271,4.458333333333333,4.416666666666667,2.2916666666666665,2.125
bedroom__120.png,0.5033256799489471,0.3457420665997353,0.3024284640754844,0.266195478699532,0.2649275636992086,0.3065789046092499,0.2882672482745586,0.2861392268306317,0.2504763411134013,0.2376064428260345,0.2518751946101324,0.2585844371519775,0.2368228767002948,0.243008219806641,0.2456826963611112,0.2455814970092993,0.1899466115062969,0.1049074766184534,0.4662122008710137,0.4877851945465686,0.1155198552859839,0.1848615497990103,0.2172441866224653,-2.8255048713933477,0.008100080978515,4.042168083060557,4.255092074145446,221.6287042900757,7.401956857774714,1.6602991855808475,3401.88728902477,634.547593210343,28.3859389423581,0.7815657091408129,0.6968409009985063,0.278884322226149,0.2796401651724493,0.2330576439004303,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0.3358681533079477,0.3038897645541953,0.2665502509141574,4.291666666666667,4.125,2.0869565217391304,2.0869565217391304
bedroom__121.png,0.5391455457979125,0.2705411855696271,0.261571475203379,0.2632767696970083,0.2623733168571406,0.220801629212291,0.2675190284849016,0.2540506739657971,0.2375801276878215,0.2254874659172018,0.237591009110985,0.2128222074586631,0.2138558307879349,0.2009120755902431,0.2066977542900851,0.2043128168604878,0.1548945381373603,0.1083257557392833,0.1973219462992632,0.646972962622549,0.0927858753695623,0.1131517077803064,0.2380570979703237,-2.8953067976711844,0.0075979075496928,3.987303356284963,4.246681057933331,348.7262735218204,7.640254082257351,1.8739193865620247,4049.69045072319,0.0,11.2473009202872,0.702574562109028,0.692008752227861,0.2482505500635113,0.2855179296986515,0.2776709369345237,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0.3552339306512908,0.3456303248495553,0.2935541315798504,6.142857142857143,6.190476190476191,1.9166666666666667,3.083333333333333
bedroom__122.png,0.4908395657865185,0.2642869059821167,0.2673758099483512,0.2964982104182045,0.3227964985211202,0.2606407261466071,0.2569427775979646,0.2649518315962442,0.2927790736294888,0.2219461889533155,0.2786243678010527,0.2771009904086201,0.2416654967957788,0.3519253628491365,0.2488852264990523,0.2606678287404927,0.2053361834834535,0.1817365057473004,0.3177235958681531,0.4667826031454248,0.2059632496240648,0.2261383966080473,0.3047356614909269,-2.7409835448004305,0.0117574980954089,3.581718791413739,3.966459569702406,411.2947289905396,7.318414672548823,1.7123211857444331,3537.74920237728,467.630685480982,18.4205941979942,0.8226773755255873,0.7351877283022143,0.1922628753447783,0.19901454080438,0.2159537391920038,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0.3165130331633599,0.2532301426797996,0.231651181049425,2.708333333333333,2.708333333333333,3.652173913043478,3.1739130434782608
bedroom__123.png,0.4518202593739106,0.3151541198564054,0.2809063909599379,0.2619443688137668,0.2841245476409462,0.254417951768648,0.2833489039149917,0.2554384786643741,0.2639862449446696,0.2462004806007871,0.2614189093764911,0.2296721930578068,0.2408830201256479,0.2602628911182553,0.2414080037093505,0.2616918209884651,0.2079445264080637,0.1185542734059313,0.5170598747456635,0.5346044730392155,0.0840291741962434,0.2291657034219416,0.2125643731714,-2.699358812274163,0.0178340224234995,3.5814737879424774,3.89455942075442,351.4687794556492,7.657714047248988,1.7830762241705995,4344.62892891012,0.0,51.7115439183763,0.7796368534507937,0.7275547741328842,0.2500262756582512,0.2492741684645603,0.2230040617549332,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0.3739069949173608,0.3740481106965584,0.3304453516112362,5.526315789473684,5.526315789473684,2.0,2.4782608695652173
bedroom__124.png,0.4153275466257656,0.3023503316505001,0.2640531800198747,0.2468813721266947,0.2499126861424839,0.2519271371473863,0.2885936597603155,0.2721947553711661,0.2483694344457229,0.265100326929118,0.251625609396397,0.2445439093991188,0.258719055910089,0.2130888188552828,0.2383741465740315,0.233727092323809,0.1944045783740825,0.2134035648054837,0.1580683110021143,0.5648213848039215,0.2483342422883653,0.1392443569187948,0.1970532192591896,-3.0092737768888345,0.0112931226446579,3.664139176807895,3.927659260026864,325.8024052970822,7.312012207011898,1.829610601910455,3952.39063017707,1273.18406124151,30.9289319272723,0.7426419495342798,0.6861675382128727,0.2716775780742386,0.2703310046792154,0.2742411576859652,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.3267854212063709,0.3043353865933026,0.2404619817681724,5.208333333333333,5.125,2.333333333333333,3.333333333333333
bedroom__125.png,0.508141497334206,0.3751497741121377,0.2768693946437133,0.2526997794859106,0.2479670272238987,0.2824880752190106,0.2979098396892555,0.2835330756791631,0.2432203742715228,0.2563668351374693,0.2404246323871235,0.2390210701166631,0.2522098096849869,0.2235760550361532,0.2444541413975828,0.2374272799360888,0.1900124474397709,0.2080440155248394,0.3091184416150609,0.6883801700367645,0.2423832240428551,0.2463739252691508,0.1848257730545584,-2.711987574128587,0.0079793475124151,4.051366394558758,4.32765449034829,293.9131018390634,7.193665866356465,1.8921594537541728,3265.68682557928,0.0,0.0,0.764521345964875,0.678711222580177,0.2881651729775972,0.2877926713817162,0.2593779563814634,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0.4352045486858346,0.2659679980116223,0.2438843789321002,5.208333333333333,5.458333333333333,2.761904761904762,4.047619047619048
