image,enclosed area,no horizon,far-away horizon,open area,semi-enclosed area
bedroom__26.png,0.7361747632344492,0.6748664798209174,0.229551368026413,0.26787645264968685,0.26145575654604153
bedroom__260.png,0.7617831445008191,0.6806963286432592,0.28431982478768,0.30102992890034075,0.22997450826666826
bedroom__261.png,0.7232533905258532,0.6383667165006787,0.30173753130595826,0.2625485356693634,0.2780523707808328
bedroom__262.png,0.7641552310852155,0.7275099116010872,0.2376974468310749,0.24630327599067708,0.2635148048432683
bedroom__263.png,0.7792281487189977,0.7413021080785477,0.19521547536741557,0.19837654739739977,0.24228266347312563
bedroom__264.png,0.7370583848420103,0.692529043292344,0.2629500016336384,0.30011762741063536,0.2480664503908938
bedroom__265.png,0.7763061869569169,0.7660745259598009,0.18978631386156714,0.23702041225496012,0.2393411431801039
bedroom__266.png,0.6821238965271844,0.7225622165366061,0.20970979411468854,0.2587308031340357,0.3462857096151651
bedroom__267.png,0.7762248626188742,0.7060468082580786,0.24735382326529745,0.2508336460861518,0.2404098666029173
bedroom__268.png,0.7915172793906927,0.7187534682612456,0.23167597439815987,0.2306133972517431,0.2469270802367114
bedroom__269.png,0.6851632699182253,0.6362973993782515,0.3159605198408853,0.3069161496112085,0.282008563547466
bedroom__27.png,0.80080012474514,0.7002983830808701,0.26446808180215076,0.24400589088588454,0.23126489490529134
bedroom__270.png,0.7233472301129008,0.7146554840699306,0.2441880129748879,0.3064774131559731,0.2348473727012606
bedroom__271.png,0.6619179307636658,0.7190037297467677,0.21695370645586506,0.3196554727085738,0.23905156310068318
bedroom__272.png,0.8237958184079677,0.7225318097883081,0.24038327160887774,0.2150021735835123,0.24902975914152317
bedroom__273.png,0.7589930340768943,0.7164698626507469,0.24207197969206343,0.28702972919592495,0.26727803244116616
bedroom__274.png,0.7302975558824552,0.7283318400437049,0.217727195556873,0.22371328603578453,0.27435257864883994
bedroom__275.png,0.7809371329953897,0.7278678655998461,0.23246166744527313,0.24617145209241803,0.2419503268113791
bedroom__276.png,0.7922099487887584,0.7213922806927631,0.23805597697159556,0.2465764106765133,0.23310683121832176
bedroom__277.png,0.6973570046912148,0.6739235782133972,0.27872305659509083,0.30787740361014476,0.23173170851046163
bedroom__278.png,0.7720897718183365,0.6560560340187649,0.2933596534304475,0.3023174043008838,0.2401831963614851
bedroom__279.png,0.7647127348204843,0.6771352567577523,0.28171531143290923,0.26180001974814726,0.28164860892331256
bedroom__28.png,0.6579168523514083,0.6463494520313269,0.2702799448196868,0.32876971375611097,0.2634354368424621
bedroom__280.png,0.7628949802509768,0.7369276253164004,0.2078792340954427,0.25765979845249215,0.2480650484620824
bedroom__281.png,0.7678772328703336,0.6982237473401559,0.2507623019426692,0.25715265753031774,0.2337675709068274
bedroom__282.png,0.7492945985306834,0.664100515009983,0.3023757519036092,0.315459237737735,0.25511726350200176
bedroom__283.png,0.7928367990208737,0.7294141821920634,0.24000657032030817,0.23220412289645073,0.22969888070634978
bedroom__284.png,0.7892000987440186,0.7049559682564284,0.26242271944917056,0.2500417344495182,0.23715501968518574
bedroom__285.png,0.8218707459620151,0.6929105555196509,0.29042284089330056,0.26481756089441993,0.21961561682132766
bedroom__286.png,0.7250224709044314,0.7167126533205785,0.24208160727633388,0.3016520715274609,0.2594484924025057
bedroom__287.png,0.725018941976992,0.6507538525991284,0.28782409088646355,0.31267131645122925,0.25573341008390854
bedroom__288.png,0.7833921091982958,0.7075760317364317,0.2782340864637559,0.26930739827069156,0.2307392504730857
bedroom__289.png,0.7704151089745799,0.7020174077632213,0.2522070048638762,0.2268129496661666,0.2907059611285358
bedroom__29.png,0.7717119523524671,0.7007770966321252,0.27888696165334703,0.25853258404074725,0.23006299811183878
bedroom__290.png,0.7800998228209672,0.7312793612341243,0.22752630755815276,0.2341275871800536,0.25689727208464724
bedroom__291.png,0.7807919874148312,0.7228141851566416,0.26189543350556044,0.24200732735231517,0.2396902854001952
bedroom__292.png,0.7565395670028827,0.667066448088242,0.29295029699173875,0.26866646448725473,0.24960780660848153
bedroom__293.png,0.7884509170318467,0.7663576761980654,0.20525079038765423,0.2139522602511884,0.20343264840860745
bedroom__294.png,0.7447188341562595,0.6857240261498698,0.28139507034267536,0.2828495823277495,0.24463494427465723
bedroom__295.png,0.7638078856938261,0.674426951517467,0.26557507227720467,0.2659791327305755,0.2532758586777531
bedroom__296.png,0.7608111706240864,0.7289093079502993,0.24429756160207491,0.2594269195429427,0.2591458593786489
bedroom__297.png,0.7650863589567097,0.723553755621452,0.22352394833045106,0.26121682319322737,0.22908075257356
bedroom__298.png,0.7723418072460776,0.7294459576920921,0.24313709637573666,0.2587079789272417,0.23327995391261455
bedroom__299.png,0.8312910839926888,0.7496166821232213,0.22258337130254863,0.20040352166820538,0.25093940991703856
bedroom__3.png,0.7141712776817475,0.6905629105184888,0.27167731095267544,0.30986109225432495,0.2547247021308717
bedroom__30.png,0.7708620285413451,0.6823382878955203,0.28521453136934444,0.2725153288832179,0.2557054549962785
bedroom__31.png,0.7771896790070498,0.698478509506355,0.2646232807609803,0.24946192647775883,0.24925986938560685
bedroom__32.png,0.8135686962995499,0.7572434511999041,0.21872051542099755,0.19506996004272556,0.25029183952619216
bedroom__33.png,0.7846187491069756,0.6922018253116684,0.2854349724501558,0.24723036104798143,0.2391815481104149
bedroom__34.png,0.7854806942891254,0.7118936940044573,0.2209088580241901,0.26570670460246,0.22589637516510036
bedroom__35.png,0.7777263917368438,0.7343356480159808,0.21977159588792786,0.21577363975031996,0.21503232976074302
bedroom__36.png,0.7437650539449061,0.7055553148888739,0.24349165499526776,0.2879686340956994,0.2306866666079073
bedroom__37.png,0.77049033228473,0.7240019839413326,0.23946195244369686,0.2547120898575342,0.2304401336402807
bedroom__38.png,0.7250982748243167,0.6913534678275687,0.2711112138072081,0.30937078747391844,0.2411762668743154
bedroom__39.png,0.7812783434966227,0.70219540927233,0.2663890465053718,0.25120513616945006,0.2173133487105876
bedroom__4.png,0.7701457716276792,0.6656963223679877,0.2741227574346065,0.23930309865540622,0.22263057483536053
bedroom__40.png,0.8003356696374153,0.7013160760109457,0.2693024099598123,0.2448135926900029,0.2446615965913655
bedroom__41.png,0.696830452727249,0.6898647711929339,0.275443648005404,0.3065406649261132,0.23643245875223423
bedroom__42.png,0.7485582134641626,0.6631913352937754,0.27811810372991264,0.28967770615980437,0.2550041116267049
bedroom__43.png,0.7380931325260465,0.6600411709765032,0.2966642379300115,0.30375055055749367,0.245772779712274
bedroom__44.png,0.7141392634207748,0.736972738099541,0.2235696764632782,0.2589072663981724,0.2768509052945773
bedroom__45.png,0.7646740245839754,0.7123213623160135,0.263591886093917,0.2682278172676689,0.2609416813173094
bedroom__46.png,0.7809550853948881,0.6620827242848734,0.30016221719952924,0.2757647278242012,0.24019341707328482
bedroom__47.png,0.7545711789930099,0.7056396893597965,0.24014047357635843,0.24028110402587177,0.23003127472826188
bedroom__48.png,0.7895055338840313,0.6814861190311142,0.2453013038479236,0.25587042023216316,0.23958612222610975
bedroom__49.png,0.7811735954907147,0.6753616062282051,0.28255368953942783,0.25573167122986334,0.22082931690684043
bedroom__5.png,0.794841936267208,0.6902956714153161,0.2738679807411618,0.26387165704337934,0.21639525982994923
bedroom__50.png,0.7098319900737119,0.7046292452683209,0.2445100418377713,0.26465947859125283,0.27594483537719033
bedroom__51.png,0.7198956272507148,0.6739666945399213,0.2788907359134367,0.3017124278370717,0.25513488909516024
bedroom__52.png,0.758958145010001,0.6793468411537683,0.26725730882241777,0.3023577445492494,0.2508630847128735
bedroom__53.png,0.6997077187173165,0.5977514569257987,0.3173949836959472,0.36826329889667114,0.2512622299595016
bedroom__54.png,0.7412543581397047,0.6412583356784995,0.30714194713693843,0.27813249109078136,0.26560868238102975
bedroom__55.png,0.7540337871354692,0.7107786460817529,0.19979365313033934,0.21936690750590154,0.2631691095790507
