image,curvature1,orientation1,length1,curvature2,orientation2,length2,curvature3,orientation3,length3,curvature4,orientation4,length4,curvature5,orientation5,length5,curvature6,orientation6,length6,curvature7,orientation7,length7,curvature8,orientation8,length8
bedroom__13.png,3834.89576862302,2835.39090588722,108.247663894204,1894.07493056844,671.561471222308,469.275049731927,2041.97803918993,400.094662224475,1282.46629747142,1424.10436358551,1089.61432013774,1798.71445068745,632.572568405448,2711.80295287105,2859.88024660185,129.236213411565,967.166126197689,1673.18468777146,43.1381162160874,511.379749258373,1808.2316038417,0,812.989812201136,0
bedroom__130.png,5126.78567712336,1409.73456405079,281.479541548305,1640.86402106299,1324.88348103183,521.259608610904,1457.10139380755,605.340172151207,1393.76223194047,1004.14331301305,882.024669288689,2640.2397277251,619.395153420037,3213.09785380445,1952.5386824407,151.710441573014,802.232604500284,3210.72020773452,0,531.96185395606,0,0,1230.72480121669,0
bedroom__131.png,3826.44087585951,1580.74148575369,85.9744309212574,1533.58583560946,1395.18855749771,167.223277145329,2262.07128469487,530.761667970726,632.910421004578,1527.99126773009,514.624654560634,2796.73742294948,675.836894519117,3334.64039552955,3276.78484529711,147.717594448155,847.180727177524,1640.94971058033,26.3562471388047,765.954850667104,1399.41989210191,0,1030.90766084306,0
bedroom__132.png,5237.3414245106,1549.17079148874,122.10193211643,1189.77231502153,1564.48816378199,637.299455534844,1756.61333378565,389.890530916894,1766.72346451798,948.617517679929,754.141479422441,2657.49803265401,659.380362499427,3297.98819952639,2854.72670331188,184.473302235208,576.141853099083,1961.65041186485,23.8017442676526,369.45902579564,0,0,1498.71995596881,0
bedroom__133.png,5670.06279278272,2355.24362593025,202.624549052008,778.834529145681,1031.75364186314,521.248396587904,1310.07433580954,430.372435317069,1956.51590309106,1293.56172591426,945.48386432029,2871.92162389566,718.158280802661,3197.41841335979,3175.69231265546,201.104722384799,601.719142355063,1271.9972147179,20.9296963333479,448.830512814135,0,7.27391682699232,989.178364040259,0
bedroom__134.png,4329.91930658664,1741.482216611,75.8047219980013,1690.771005011,1429.32521024462,628.06384294908,1710.95229942504,1067.27746058089,1264.19101515989,1428.83911383576,921.199448719801,2043.37896002783,610.659153926987,2207.46561788314,3888.51170853259,205.903451504181,738.793540844271,1500.2692951157,22.9556697103875,628.84523913295,599.780456216918,0,1265.61126598332,0
bedroom__135.png,6048.20966028398,2975.32413492309,63.3233118951463,1726.7862138903,359.313065034156,340.241726482619,1312.61032791117,452.042061217048,575.447300204257,466.668202577716,858.05204783802,1162.56834043108,369.953743566011,3667.58716826223,2534.7085795699,59.5782562118044,367.958776371777,4498.34886358106,16.1935955590193,178.599706715731,825.361877835931,0,1141.12303963795,0
bedroom__136.png,3574.41693197407,1603.36186401318,91.9980956341687,1939.88733935846,1010.91207186799,432.022204733061,1516.37989233884,685.379393175137,1413.09839964437,2174.65260768911,856.942851464313,2277.64275474443,588.379593024282,3776.7311573318,4212.37293797442,174.77282097645,530.970496396928,853.508375807261,31.5108146387961,671.346079932837,719.357231462284,0,864.356085817806,0
bedroom__137.png,3623.01612362463,1533.9354673978,146.892693551332,1174.9456786477,1632.72861141774,606.473287511651,2427.4966278112,731.471938296322,1899.91430932428,1532.47043416581,1441.23323618762,3102.5140178022,914.296866680084,2050.46130493854,2681.86015573805,293.36288232519,781.514103030029,692.478562267057,34.4113867453873,765.70139201278,869.866973805433,0,1062.95394671917,0
bedroom__138.png,5476.58133637607,1247.16902799174,115.678774785491,1219.72076268778,2378.79211938669,283.23076256042,1415.94023829726,407.843136507925,1153.94374645749,1388.48183891898,654.149194511907,1792.87860518732,363.74096591554,3402.87197950381,3629.41936104602,123.140774154495,279.625853460567,3024.84874996325,12.3940836498801,184.433230128784,0,0,1445.11545850858,0
