image,symmetry_lr,symmetry_ud,symmetry_lr_ud
dining room__135.png,0.3647993003061226,0.42484000876715655,0.3017833586980443
dining room__136.png,0.35848266295965914,0.3981030730262525,0.31921137557962465
dining room__137.png,0.4529894751566389,0.4921702658532743,0.40851620854452664
dining room__138.png,0.35928757791564325,0.3522125807235146,0.327523118556693
dining room__139.png,0.4995275095043026,0.4124929217210134,0.40315011847280013
dining room__14.png,0.5174583427318338,0.4447453843973903,0.4131658291242749
dining room__140.png,0.3036029806270064,0.26959268525161384,0.20987583748512262
dining room__141.png,0.41991849241861867,0.36508479301526964,0.36480347048611095
dining room__142.png,0.4067185648801491,0.39017120508431824,0.3087934467405442
dining room__143.png,0.37869825014578673,0.26767338944679453,0.22072853454842667
dining room__144.png,0.464356711779496,0.30991007953422833,0.30534638659840163
dining room__145.png,0.3561735989527237,0.3484208122428001,0.3406695755105391
dining room__146.png,0.3576968625907354,0.40509496454164284,0.3233378210035056
dining room__147.png,0.3235109354192376,0.32821912746507076,0.3002481073370934
dining room__148.png,0.5400308696370685,0.22658519738786997,0.20557490970444758
dining room__149.png,0.41421637194085703,0.3559331936105513,0.32781066860855335
dining room__15.png,0.4927143393431448,0.44085550194860257,0.41468036590940593
dining room__150.png,0.4388721546087154,0.41282582181259553,0.38684918087535547
dining room__151.png,0.34386857499415957,0.30221069919128674,0.27756080856745813
dining room__152.png,0.3809185025769366,0.3804550188439878,0.34105328801118684
dining room__153.png,0.3915739350926256,0.35868521222384575,0.35861518100814505
dining room__154.png,0.38991310046284045,0.4146858656951795,0.35903445876312245
dining room__155.png,0.46829926255533905,0.41382956421111516,0.38378891302734086
dining room__156.png,0.43109740122623563,0.3621877166210049,0.3610906055322658
dining room__157.png,0.3934202506286083,0.35016764924481636,0.38397396233200787
dining room__158.png,0.5261263653371684,0.47919122859370944,0.45282630038090654
dining room__159.png,0.4727435131595882,0.4204299566066094,0.3765962517978485
dining room__16.png,0.4537151077618915,0.34450484921957814,0.305093968343057
dining room__160.png,0.45010503811262714,0.3939545343499651,0.3760329237312193
dining room__161.png,0.3911124114659572,0.4441538912721732,0.3729826944823016
dining room__162.png,0.41392639600797987,0.3363743516350839,0.30788081596394656
dining room__163.png,0.416272877682193,0.39634471238956637,0.4154029164289963
dining room__164.png,0.405748720195234,0.37909359386266495,0.3208003363837816
dining room__165.png,0.33518009083746614,0.32278591546551794,0.2534896401846757
dining room__166.png,0.49276013983568867,0.4130028177047397,0.41420025003939864
dining room__167.png,0.34996574215923415,0.3322000690711512,0.2829630990623857
dining room__168.png,0.48169616520177216,0.3482999036439559,0.3118893435359702
dining room__169.png,0.47097088037997814,0.32927040885717485,0.30391352987633535
dining room__17.png,0.4330126600085896,0.4876939548826291,0.3873599142477552
dining room__170.png,0.4278197370938446,0.41930487903179636,0.3825156956246588
